timestamp,voc1,no2,eth,co,tag
309236,4.1,2.92,4.1,4.01,garlic
309486,4.1,2.92,4.1,4.01,garlic
309736,4.09,2.92,4.1,4.01,garlic
309986,4.1,2.91,4.1,4.01,garlic
310236,4.1,2.92,4.1,4.01,garlic
310486,4.1,2.92,4.1,4.01,garlic
310736,4.1,2.92,4.1,4.01,garlic
310986,4.1,2.92,4.11,4.01,garlic
311236,4.1,2.92,4.1,4.01,garlic
311486,4.09,2.92,4.1,4.01,garlic
311736,4.09,2.92,4.1,4.01,garlic
311986,4.1,2.92,4.1,4.01,garlic
312236,4.1,2.92,4.1,4.01,garlic
312486,4.09,2.92,4.1,4.01,garlic
312736,4.1,2.92,4.1,4.01,garlic
312986,4.09,2.92,4.1,4.01,garlic
313236,4.1,2.92,4.1,4.01,garlic
313486,4.1,2.92,4.1,4.01,garlic
313736,4.09,2.92,4.1,4.01,garlic
313986,4.09,2.92,4.1,4.01,garlic
314236,4.09,2.92,4.1,4.01,garlic
314486,4.09,2.92,4.1,4.01,garlic
314736,4.1,2.92,4.1,4.01,garlic
314986,4.1,2.92,4.11,4.01,garlic
315236,4.1,2.92,4.1,4.01,garlic
315486,4.1,2.92,4.1,4.01,garlic
315736,4.1,2.92,4.1,4.01,garlic
315986,4.1,2.92,4.11,4.01,garlic
316236,4.1,2.92,4.1,4.01,garlic
316486,4.1,2.92,4.1,4.01,garlic
316736,4.1,2.92,4.1,4.01,garlic
316986,4.1,2.92,4.1,4.01,garlic
317236,4.1,2.92,4.11,4.01,garlic
317486,4.1,2.92,4.11,4.01,garlic
317736,4.1,2.92,4.11,4.01,garlic
317986,4.1,2.93,4.11,4.01,garlic
318236,4.1,2.92,4.1,4.01,garlic
318486,4.1,2.92,4.11,4.01,garlic
318736,4.1,2.92,4.11,4.01,garlic
318986,4.1,2.92,4.11,4.01,garlic
319236,4.1,2.92,4.1,4.01,garlic
319486,4.1,2.92,4.11,4.01,garlic
319736,4.1,2.92,4.11,4.01,garlic
319986,4.1,2.93,4.1,4.01,garlic
320236,4.1,2.93,4.11,4.01,garlic
320486,4.09,2.92,4.1,4.01,garlic
320736,4.1,2.93,4.11,4.01,garlic
320986,4.1,2.92,4.11,4.01,garlic
321236,4.1,2.92,4.1,4.02,garlic
321486,4.1,2.92,4.11,4.02,garlic
321736,4.1,2.93,4.11,4.01,garlic
321986,4.1,2.93,4.11,4.01,garlic
322236,4.1,2.93,4.11,4.01,garlic
322486,4.1,2.92,4.11,4.01,garlic
322736,4.1,2.93,4.11,4.01,garlic
322986,4.1,2.93,4.11,4.02,garlic
323236,4.1,2.93,4.11,4.01,garlic
323486,4.1,2.93,4.1,4.02,garlic
323736,4.11,2.93,4.11,4.02,garlic
323986,4.1,2.93,4.11,4.02,garlic
324236,4.1,2.93,4.11,4.02,garlic
324486,4.1,2.93,4.11,4.01,garlic
324736,4.1,2.93,4.1,4.02,garlic
324986,4.1,2.93,4.11,4.01,garlic
325236,4.1,2.93,4.11,4.01,garlic
325486,4.1,2.93,4.11,4.01,garlic
325736,4.1,2.93,4.1,4.02,garlic
325986,4.1,2.93,4.11,4.01,garlic
326236,4.1,2.93,4.1,4.02,garlic
326486,4.1,2.93,4.11,4.02,garlic
326736,4.1,2.93,4.11,4.02,garlic
326986,4.1,2.93,4.11,4.02,garlic
327236,4.1,2.93,4.11,4.02,garlic
327486,4.1,2.93,4.11,4.02,garlic
327736,4.1,2.93,4.11,4.02,garlic
327986,4.1,2.93,4.11,4.01,garlic
328236,4.1,2.93,4.11,4.02,garlic
328486,4.1,2.93,4.11,4.02,garlic
328736,4.1,2.93,4.11,4.01,garlic
328986,4.1,2.93,4.11,4.02,garlic
329236,4.11,2.93,4.11,4.01,garlic
329486,4.1,2.93,4.11,4.02,garlic
329736,4.1,2.93,4.11,4.02,garlic
329986,4.1,2.93,4.11,4.02,garlic
330236,4.1,2.93,4.11,4.02,garlic
330486,4.1,2.93,4.11,4.02,garlic
330736,4.1,2.93,4.11,4.02,garlic
330986,4.11,2.93,4.11,4.02,garlic
331236,4.11,2.93,4.11,4.02,garlic
331486,4.1,2.93,4.11,4.02,garlic
331736,4.11,2.93,4.11,4.02,garlic
331986,4.11,2.93,4.11,4.02,garlic
332236,4.1,2.93,4.11,4.02,garlic
332486,4.11,2.93,4.11,4.02,garlic
332736,4.11,2.93,4.11,4.02,garlic
332986,4.11,2.93,4.11,4.02,garlic
333236,4.11,2.93,4.11,4.02,garlic
333486,4.1,2.93,4.11,4.02,garlic
333736,4.11,2.93,4.11,4.02,garlic
333986,4.11,2.93,4.11,4.02,garlic
334236,4.11,2.93,4.11,4.02,garlic
334486,4.11,2.93,4.11,4.02,garlic
334736,4.11,2.94,4.11,4.02,garlic
334986,4.1,2.93,4.11,4.02,garlic
335236,4.11,2.93,4.11,4.02,garlic
335486,4.11,2.93,4.11,4.02,garlic
335736,4.1,2.94,4.11,4.02,garlic
335986,4.11,2.93,4.11,4.02,garlic
336236,4.11,2.94,4.11,4.02,garlic
336486,4.1,2.94,4.11,4.02,garlic
336736,4.11,2.94,4.11,4.02,garlic
336986,4.1,2.94,4.11,4.02,garlic
337236,4.11,2.94,4.11,4.02,garlic
337486,4.11,2.93,4.11,4.02,garlic
337736,4.11,2.94,4.12,4.02,garlic
337986,4.11,2.94,4.11,4.02,garlic
338236,4.11,2.94,4.11,4.02,garlic
338486,4.1,2.94,4.11,4.02,garlic
338736,4.11,2.94,4.11,4.02,garlic
338986,4.11,2.94,4.11,4.02,garlic
339236,4.11,2.94,4.11,4.02,garlic
339486,4.11,2.94,4.11,4.02,garlic
339736,4.11,2.94,4.11,4.02,garlic
339986,4.11,2.94,4.11,4.02,garlic
340236,4.11,2.94,4.11,4.02,garlic
340486,4.11,2.93,4.12,4.02,garlic
340736,4.11,2.94,4.11,4.02,garlic
340986,4.11,2.94,4.11,4.02,garlic
341236,4.11,2.94,4.11,4.02,garlic
341486,4.11,2.94,4.12,4.02,garlic
341736,4.11,2.94,4.11,4.02,garlic
341986,4.11,2.93,4.11,4.02,garlic
342236,4.11,2.93,4.12,4.02,garlic
342486,4.11,2.94,4.12,4.02,garlic
342736,4.11,2.94,4.11,4.02,garlic
342986,4.11,2.94,4.11,4.02,garlic
343236,4.11,2.94,4.11,4.02,garlic
343486,4.11,2.94,4.11,4.02,garlic
343736,4.11,2.94,4.11,4.02,garlic
343986,4.11,2.94,4.12,4.02,garlic
344236,4.11,2.94,4.12,4.02,garlic
344486,4.11,2.94,4.11,4.02,garlic
344736,4.11,2.94,4.12,4.03,garlic
344986,4.11,2.94,4.12,4.02,garlic
345236,4.11,2.94,4.11,4.02,garlic
345486,4.11,2.94,4.11,4.02,garlic
345736,4.11,2.94,4.11,4.02,garlic
345986,4.11,2.94,4.12,4.02,garlic
346236,4.11,2.94,4.12,4.03,garlic
346486,4.11,2.94,4.12,4.03,garlic
346736,4.11,2.94,4.11,4.02,garlic
346986,4.11,2.94,4.12,4.02,garlic
347236,4.11,2.94,4.11,4.02,garlic
347486,4.11,2.94,4.11,4.02,garlic
347736,4.11,2.94,4.12,4.02,garlic
347986,4.11,2.94,4.11,4.02,garlic
348236,4.11,2.94,4.11,4.03,garlic
348486,4.11,2.94,4.12,4.02,garlic
348736,4.11,2.94,4.11,4.02,garlic
348986,4.11,2.94,4.12,4.02,garlic
349236,4.11,2.94,4.12,4.02,garlic
349486,4.11,2.94,4.11,4.03,garlic
349736,4.11,2.94,4.12,4.02,garlic
349986,4.12,2.94,4.11,4.03,garlic
350236,4.11,2.94,4.11,4.02,garlic
350486,4.11,2.94,4.12,4.02,garlic
350736,4.11,2.94,4.12,4.02,garlic
350986,4.11,2.94,4.11,4.03,garlic
351236,4.11,2.94,4.12,4.02,garlic
351486,4.11,2.95,4.11,4.02,garlic
351736,4.12,2.94,4.11,4.02,garlic
351986,4.11,2.94,4.12,4.02,garlic
352236,4.11,2.94,4.11,4.03,garlic
352486,4.11,2.94,4.11,4.02,garlic
352736,4.11,2.94,4.12,4.03,garlic
352986,4.11,2.95,4.12,4.03,garlic
353236,4.12,2.94,4.12,4.02,garlic
353486,4.12,2.94,4.12,4.02,garlic
353736,4.11,2.94,4.11,4.03,garlic
353986,4.11,2.94,4.12,4.03,garlic
354236,4.11,2.95,4.12,4.03,garlic
354486,4.11,2.94,4.12,4.02,garlic
354736,4.11,2.95,4.12,4.03,garlic
354986,4.12,2.94,4.12,4.03,garlic
355236,4.12,2.95,4.12,4.03,garlic
355486,4.11,2.94,4.12,4.03,garlic
355736,4.11,2.95,4.12,4.03,garlic
355986,4.11,2.94,4.12,4.03,garlic
356236,4.11,2.95,4.12,4.03,garlic
356486,4.11,2.95,4.12,4.03,garlic
356736,4.11,2.95,4.12,4.03,garlic
356986,4.12,2.95,4.12,4.03,garlic
357236,4.11,2.95,4.12,4.03,garlic
357486,4.12,2.95,4.11,4.02,garlic
357736,4.12,2.95,4.12,4.03,garlic
357986,4.12,2.95,4.12,4.03,garlic
358236,4.12,2.95,4.12,4.02,garlic
358486,4.11,2.95,4.12,4.03,garlic
358736,4.11,2.95,4.12,4.03,garlic
358986,4.11,2.95,4.12,4.03,garlic
359236,4.12,2.95,4.12,4.03,garlic
359486,4.12,2.95,4.12,4.03,garlic
359736,4.11,2.95,4.12,4.03,garlic
359986,4.12,2.95,4.12,4.02,garlic
360236,4.11,2.95,4.11,4.03,garlic
360486,4.12,2.95,4.11,4.03,garlic
360736,4.11,2.95,4.12,4.03,garlic
360986,4.12,2.95,4.12,4.03,garlic
361236,4.12,2.95,4.12,4.03,garlic
361486,4.12,2.95,4.12,4.03,garlic
361736,4.12,2.95,4.12,4.02,garlic
361986,4.11,2.95,4.12,4.03,garlic
362236,4.12,2.95,4.11,4.03,garlic
362486,4.12,2.95,4.12,4.03,garlic
362736,4.12,2.95,4.12,4.03,garlic
362986,4.12,2.95,4.12,4.03,garlic
363236,4.12,2.95,4.12,4.03,garlic
363486,4.12,2.95,4.12,4.03,garlic
363736,4.12,2.95,4.12,4.03,garlic
363986,4.12,2.95,4.12,4.03,garlic
364236,4.12,2.95,4.12,4.03,garlic
364486,4.12,2.95,4.12,4.03,garlic
364736,4.12,2.95,4.12,4.02,garlic
364986,4.12,2.95,4.12,4.03,garlic
365236,4.12,2.95,4.12,4.03,garlic
365486,4.12,2.95,4.12,4.03,garlic
365736,4.12,2.95,4.12,4.03,garlic
365986,4.12,2.95,4.11,4.03,garlic
366236,4.12,2.95,4.12,4.03,garlic
366486,4.12,2.95,4.12,4.03,garlic
366736,4.12,2.95,4.12,4.03,garlic
366986,4.12,2.95,4.12,4.03,garlic
367236,4.12,2.95,4.12,4.02,garlic
367486,4.11,2.95,4.12,4.03,garlic
367736,4.12,2.95,4.12,4.03,garlic
367986,4.12,2.95,4.12,4.03,garlic
368236,4.11,2.95,4.12,4.03,garlic
368486,4.12,2.95,4.12,4.03,garlic
368736,4.12,2.95,4.12,4.03,garlic
368986,4.11,2.95,4.12,4.03,garlic
369236,4.12,2.95,4.12,4.03,garlic
369486,4.12,2.95,4.12,4.03,garlic
369736,4.12,2.95,4.12,4.03,garlic
369986,4.12,2.95,4.12,4.03,garlic
370236,4.12,2.95,4.12,4.03,garlic
370486,4.12,2.95,4.12,4.03,garlic
370736,4.12,2.95,4.12,4.03,garlic
370986,4.11,2.95,4.12,4.03,garlic
371236,4.11,2.95,4.12,4.03,garlic
371486,4.12,2.95,4.12,4.03,garlic
371736,4.12,2.95,4.12,4.03,garlic
371986,4.12,2.95,4.12,4.03,garlic
372236,4.12,2.95,4.12,4.03,garlic
372486,4.12,2.95,4.12,4.03,garlic
372736,4.12,2.95,4.12,4.03,garlic
372986,4.12,2.95,4.12,4.03,garlic
373236,4.12,2.95,4.12,4.03,garlic
373486,4.12,2.95,4.12,4.03,garlic
373736,4.12,2.95,4.12,4.03,garlic
373986,4.12,2.95,4.12,4.03,garlic
374236,4.12,2.96,4.12,4.03,garlic
374486,4.12,2.95,4.12,4.03,garlic
374736,4.12,2.95,4.12,4.03,garlic
374986,4.12,2.96,4.12,4.03,garlic
375236,4.12,2.95,4.12,4.03,garlic
375486,4.12,2.96,4.12,4.03,garlic
375736,4.12,2.95,4.12,4.03,garlic
375986,4.12,2.96,4.12,4.03,garlic
376236,4.12,2.95,4.12,4.03,garlic
376486,4.12,2.96,4.12,4.03,garlic
376736,4.12,2.96,4.12,4.03,garlic
376986,4.12,2.96,4.12,4.03,garlic
377236,4.12,2.96,4.12,4.03,garlic
377486,4.12,2.96,4.12,4.02,garlic
377736,4.12,2.96,4.12,4.03,garlic
377986,4.12,2.96,4.12,4.03,garlic
378236,4.12,2.96,4.12,4.03,garlic
378486,4.12,2.96,4.12,4.03,garlic
378736,4.12,2.95,4.12,4.03,garlic
378986,4.12,2.96,4.12,4.03,garlic
379236,4.12,2.96,4.12,4.03,garlic
379486,4.12,2.96,4.12,4.03,garlic
379736,4.12,2.96,4.12,4.02,garlic
379986,4.12,2.95,4.12,4.03,garlic
380236,4.12,2.96,4.12,4.03,garlic
380486,4.12,2.96,4.12,4.03,garlic
380736,4.12,2.96,4.12,4.03,garlic
380986,4.12,2.96,4.12,4.03,garlic
381236,4.12,2.96,4.12,4.03,garlic
381486,4.12,2.96,4.12,4.03,garlic
381736,4.12,2.96,4.12,4.03,garlic
381986,4.12,2.96,4.12,4.03,garlic
382236,4.12,2.96,4.12,4.03,garlic
382486,4.12,2.96,4.13,4.03,garlic
382736,4.12,2.96,4.12,4.03,garlic
382986,4.12,2.96,4.12,4.03,garlic
383236,4.12,2.96,4.12,4.03,garlic
383486,4.12,2.96,4.12,4.03,garlic
383736,4.12,2.96,4.12,4.02,garlic
383986,4.12,2.96,4.12,4.03,garlic
384236,4.12,2.96,4.12,4.03,garlic
384486,4.12,2.96,4.12,4.03,garlic
384736,4.13,2.96,4.13,4.03,garlic
384986,4.12,2.96,4.12,4.03,garlic
385236,4.12,2.96,4.12,4.03,garlic
385486,4.13,2.96,4.13,4.03,garlic
385736,4.12,2.96,4.12,4.03,garlic
385986,4.13,2.96,4.12,4.03,garlic
386236,4.13,2.96,4.12,4.03,garlic
386486,4.12,2.96,4.12,4.03,garlic
386736,4.12,2.96,4.12,4.03,garlic
386986,4.12,2.96,4.12,4.03,garlic
387236,4.12,2.96,4.12,4.03,garlic
387486,4.13,2.96,4.12,4.03,garlic
387736,4.13,2.96,4.12,4.03,garlic
387986,4.12,2.96,4.12,4.03,garlic
388236,4.12,2.96,4.13,4.03,garlic
388486,4.12,2.96,4.13,4.03,garlic
388736,4.12,2.96,4.12,4.03,garlic
388986,4.12,2.96,4.12,4.03,garlic
389236,4.12,2.96,4.12,4.03,garlic
389486,4.13,2.96,4.13,4.03,garlic
389736,4.12,2.96,4.13,4.03,garlic
389986,4.12,2.96,4.13,4.03,garlic
390236,4.12,2.96,4.12,4.03,garlic
390486,4.12,2.96,4.12,4.03,garlic
390736,4.13,2.96,4.12,4.03,garlic
390986,4.13,2.96,4.12,4.03,garlic
391236,4.13,2.96,4.13,4.03,garlic
391486,4.12,2.96,4.13,4.03,garlic
391736,4.12,2.97,4.12,4.03,garlic
391986,4.12,2.96,4.12,4.03,garlic
392236,4.13,2.96,4.12,4.03,garlic
392486,4.12,2.96,4.12,4.03,garlic
392736,4.13,2.97,4.13,4.03,garlic
392986,4.12,2.97,4.13,4.03,garlic
393236,4.13,2.97,4.13,4.03,garlic
393486,4.12,2.96,4.13,4.03,garlic
393736,4.13,2.96,4.13,4.03,garlic
393986,4.12,2.97,4.12,4.03,garlic
394236,4.13,2.97,4.12,4.03,garlic
394486,4.13,2.97,4.13,4.03,garlic
394736,4.13,2.97,4.12,4.03,garlic
394986,4.13,2.97,4.13,4.03,garlic
395236,4.13,2.97,4.13,4.03,garlic
395486,4.13,2.97,4.13,4.03,garlic
395736,4.13,2.97,4.13,4.03,garlic
395986,4.13,2.97,4.13,4.03,garlic
396236,4.13,2.97,4.13,4.03,garlic
396486,4.13,2.97,4.13,4.04,garlic
396736,4.13,2.97,4.13,4.03,garlic
396986,4.13,2.97,4.13,4.03,garlic
397236,4.13,2.97,4.12,4.03,garlic
397486,4.13,2.97,4.13,4.03,garlic
397736,4.13,2.97,4.12,4.03,garlic
397986,4.13,2.97,4.12,4.03,garlic
398236,4.13,2.97,4.13,4.03,garlic
398486,4.13,2.97,4.13,4.03,garlic
398736,4.13,2.97,4.13,4.03,garlic
398986,4.13,2.97,4.13,4.03,garlic
399236,4.13,2.97,4.12,4.03,garlic
399486,4.13,2.97,4.13,4.03,garlic
399736,4.13,2.97,4.13,4.03,garlic
399986,4.13,2.97,4.13,4.03,garlic
400236,4.13,2.97,4.13,4.03,garlic
400486,4.13,2.97,4.13,4.03,garlic
400736,4.13,2.97,4.13,4.03,garlic
400986,4.13,2.97,4.13,4.03,garlic
401236,4.13,2.97,4.12,4.03,garlic
401486,4.13,2.97,4.13,4.03,garlic
401736,4.13,2.97,4.13,4.03,garlic
401986,4.13,2.97,4.13,4.03,garlic
402236,4.13,2.97,4.13,4.03,garlic
402486,4.13,2.97,4.13,4.03,garlic
402736,4.13,2.97,4.13,4.03,garlic
402986,4.13,2.97,4.13,4.03,garlic
403236,4.13,2.97,4.13,4.03,garlic
403486,4.13,2.97,4.13,4.04,garlic
403736,4.13,2.97,4.13,4.04,garlic
403986,4.13,2.97,4.13,4.03,garlic
404236,4.13,2.97,4.13,4.03,garlic
404486,4.13,2.97,4.13,4.04,garlic
404736,4.13,2.97,4.13,4.03,garlic
404986,4.13,2.97,4.13,4.03,garlic
405236,4.13,2.97,4.13,4.03,garlic
405486,4.13,2.97,4.13,4.03,garlic
405736,4.13,2.97,4.13,4.03,garlic
405986,4.13,2.97,4.13,4.03,garlic
406236,4.13,2.97,4.13,4.03,garlic
406486,4.13,2.97,4.13,4.03,garlic
406736,4.13,2.97,4.13,4.03,garlic
406986,4.13,2.97,4.13,4.03,garlic
407236,4.13,2.98,4.13,4.03,garlic
407486,4.13,2.97,4.13,4.03,garlic
407736,4.13,2.97,4.13,4.03,garlic
407986,4.13,2.97,4.13,4.03,garlic
408236,4.13,2.97,4.13,4.03,garlic
408486,4.13,2.97,4.13,4.03,garlic
408736,4.13,2.97,4.13,4.03,garlic
408986,4.13,2.97,4.13,4.03,garlic
409236,4.13,2.97,4.13,4.03,garlic
409486,4.13,2.97,4.13,4.03,garlic
409736,4.13,2.97,4.13,4.03,garlic
409986,4.13,2.97,4.13,4.03,garlic
410236,4.13,2.97,4.13,4.03,garlic
410486,4.13,2.97,4.13,4.03,garlic
410736,4.13,2.97,4.13,4.04,garlic
410986,4.13,2.97,4.13,4.04,garlic
411236,4.13,2.98,4.13,4.03,garlic
411486,4.13,2.98,4.13,4.03,garlic
411736,4.13,2.97,4.13,4.03,garlic
411986,4.13,2.97,4.13,4.03,garlic
412236,4.13,2.98,4.13,4.04,garlic
412486,4.13,2.98,4.13,4.03,garlic
412736,4.13,2.98,4.13,4.03,garlic
412986,4.13,2.98,4.13,4.04,garlic
413236,4.13,2.98,4.13,4.03,garlic
413486,4.13,2.97,4.13,4.03,garlic
413736,4.13,2.97,4.13,4.03,garlic
413986,4.13,2.98,4.13,4.03,garlic
414236,4.13,2.97,4.13,4.03,garlic
414486,4.13,2.98,4.13,4.03,garlic
414736,4.13,2.98,4.13,4.03,garlic
414986,4.13,2.98,4.13,4.04,garlic
415236,4.13,2.98,4.13,4.03,garlic
415486,4.13,2.98,4.13,4.03,garlic
415736,4.13,2.98,4.13,4.03,garlic
415986,4.13,2.98,4.13,4.03,garlic
416236,4.13,2.98,4.13,4.04,garlic
416486,4.13,2.98,4.13,4.03,garlic
416736,4.13,2.98,4.13,4.03,garlic
416986,4.13,2.98,4.13,4.03,garlic
417236,4.13,2.98,4.13,4.03,garlic
417486,4.13,2.98,4.13,4.03,garlic
417736,4.13,2.98,4.13,4.03,garlic
417986,4.13,2.98,4.13,4.03,garlic
418236,4.13,2.98,4.13,4.03,garlic
418486,4.13,2.98,4.13,4.03,garlic
418736,4.13,2.98,4.13,4.03,garlic
418986,4.13,2.97,4.13,4.04,garlic
419236,4.13,2.98,4.13,4.03,garlic
419486,4.13,2.98,4.13,4.03,garlic
419736,4.13,2.98,4.13,4.03,garlic
419986,4.13,2.98,4.13,4.03,garlic
420236,4.13,2.98,4.13,4.04,garlic
420486,4.13,2.98,4.13,4.03,garlic
420736,4.13,2.98,4.13,4.04,garlic
420986,4.13,2.98,4.13,4.03,garlic
421236,4.13,2.98,4.13,4.03,garlic
421486,4.13,2.98,4.13,4.03,garlic
421736,4.13,2.98,4.13,4.03,garlic
421986,4.13,2.98,4.13,4.04,garlic
422236,4.13,2.98,4.13,4.03,garlic
422486,4.13,2.98,4.13,4.03,garlic
422736,4.13,2.98,4.13,4.03,garlic
422986,4.13,2.98,4.13,4.03,garlic
423236,4.13,2.98,4.13,4.03,garlic
423486,4.13,2.98,4.13,4.03,garlic
423736,4.13,2.98,4.13,4.03,garlic
423986,4.13,2.98,4.13,4.03,garlic
424236,4.13,2.98,4.13,4.03,garlic
424486,4.13,2.98,4.13,4.03,garlic
424736,4.13,2.98,4.13,4.03,garlic
424986,4.13,2.98,4.13,4.03,garlic
425236,4.13,2.98,4.13,4.03,garlic
425486,4.13,2.98,4.13,4.03,garlic
425736,4.13,2.98,4.13,4.03,garlic
425986,4.13,2.98,4.13,4.03,garlic
426236,4.13,2.98,4.13,4.04,garlic
426486,4.13,2.98,4.13,4.03,garlic
426736,4.13,2.98,4.13,4.03,garlic
426986,4.13,2.98,4.13,4.03,garlic
427236,4.13,2.98,4.13,4.03,garlic
427486,4.13,2.98,4.13,4.03,garlic
427736,4.13,2.99,4.13,4.03,garlic
427986,4.13,2.98,4.13,4.03,garlic
428236,4.13,2.98,4.13,4.03,garlic
428486,4.13,2.98,4.13,4.03,garlic
428736,4.13,2.98,4.13,4.03,garlic
428986,4.13,2.98,4.13,4.03,garlic
429236,4.13,2.98,4.13,4.03,garlic
429486,4.13,2.98,4.13,4.04,garlic
429736,4.13,2.98,4.13,4.03,garlic
429986,4.13,2.98,4.13,4.03,garlic
430236,4.13,2.98,4.13,4.03,garlic
430486,4.13,2.98,4.13,4.03,garlic
430736,4.13,2.99,4.13,4.03,garlic
430986,4.13,2.98,4.13,4.03,garlic
431236,4.13,2.98,4.13,4.03,garlic
431486,4.13,2.98,4.13,4.03,garlic
431736,4.13,2.99,4.13,4.03,garlic
431986,4.13,2.98,4.13,4.03,garlic
432236,4.13,2.98,4.13,4.03,garlic
432486,4.13,2.98,4.13,4.04,garlic
432736,4.13,2.98,4.13,4.03,garlic
432986,4.13,2.99,4.13,4.03,garlic
433236,4.13,2.98,4.13,4.03,garlic
433486,4.13,2.98,4.13,4.03,garlic
433736,4.13,2.98,4.13,4.03,garlic
433986,4.13,2.99,4.13,4.03,garlic
434236,4.13,2.98,4.13,4.03,garlic
434486,4.13,2.99,4.13,4.03,garlic
434736,4.13,2.98,4.13,4.03,garlic
434986,4.13,2.99,4.13,4.04,garlic
435236,4.13,2.99,4.13,4.03,garlic
435486,4.13,2.99,4.13,4.03,garlic
435736,4.13,2.99,4.13,4.03,garlic
435986,4.13,2.99,4.13,4.03,garlic
436236,4.13,2.99,4.13,4.04,garlic
436486,4.13,2.99,4.13,4.03,garlic
436736,4.13,2.99,4.13,4.03,garlic
436986,4.13,2.99,4.13,4.03,garlic
437236,4.13,2.99,4.13,4.03,garlic
437486,4.13,2.99,4.13,4.03,garlic
437736,4.13,2.99,4.13,4.03,garlic
437986,4.13,2.99,4.13,4.03,garlic
438236,4.13,2.99,4.13,4.03,garlic
438486,4.13,2.99,4.13,4.03,garlic
438736,4.13,2.99,4.13,4.03,garlic
438986,4.13,2.99,4.13,4.03,garlic
439236,4.13,2.99,4.13,4.03,garlic
439486,4.13,2.99,4.13,4.03,garlic
439736,4.13,2.99,4.13,4.03,garlic
439986,4.13,2.99,4.13,4.04,garlic
440236,4.13,2.99,4.13,4.03,garlic
440486,4.13,2.99,4.13,4.03,garlic
440736,4.13,2.99,4.13,4.03,garlic
440986,4.13,2.99,4.13,4.03,garlic
441236,4.13,2.99,4.13,4.04,garlic
441486,4.13,2.99,4.13,4.03,garlic
441736,4.13,2.99,4.13,4.04,garlic
441986,4.13,2.99,4.13,4.03,garlic
442236,4.13,2.99,4.13,4.03,garlic
442486,4.14,2.99,4.13,4.03,garlic
442736,4.13,2.99,4.13,4.03,garlic
442986,4.14,2.99,4.13,4.03,garlic
443236,4.13,2.99,4.14,4.03,garlic
443486,4.14,2.99,4.13,4.03,garlic
443736,4.14,2.99,4.13,4.03,garlic
443986,4.13,2.99,4.13,4.03,garlic
444236,4.13,2.99,4.13,4.03,garlic
444486,4.14,2.99,4.13,4.03,garlic
444736,4.14,2.99,4.13,4.03,garlic
444986,4.14,2.99,4.13,4.03,garlic
445236,4.13,2.99,4.13,4.03,garlic
445486,4.14,2.99,4.13,4.03,garlic
445736,4.13,2.99,4.14,4.03,garlic
445986,4.14,2.99,4.13,4.03,garlic
446236,4.13,2.99,4.13,4.03,garlic
446486,4.13,2.99,4.13,4.03,garlic
446736,4.14,2.99,4.13,4.03,garlic
446986,4.14,2.99,4.14,4.03,garlic
447236,4.13,2.99,4.13,4.03,garlic
447486,4.13,3,4.13,4.03,garlic
447736,4.14,2.99,4.13,4.03,garlic
447986,4.14,2.99,4.14,4.03,garlic
448236,4.14,2.99,4.13,4.03,garlic
448486,4.13,2.99,4.14,4.03,garlic
448736,4.13,2.99,4.13,4.03,garlic
448986,4.14,2.99,4.13,4.03,garlic
449236,4.14,2.99,4.13,4.04,garlic
449486,4.13,2.99,4.14,4.03,garlic
449736,4.13,2.99,4.13,4.03,garlic
449986,4.14,3,4.13,4.03,garlic
450236,4.13,2.99,4.13,4.03,garlic
450486,4.14,2.99,4.13,4.03,garlic
450736,4.14,3,4.13,4.03,garlic
450986,4.14,3,4.13,4.03,garlic
451236,4.13,3,4.13,4.03,garlic
451486,4.13,2.99,4.13,4.03,garlic
451736,4.14,3,4.13,4.03,garlic
451986,4.13,3,4.13,4.03,garlic
452236,4.14,3,4.13,4.03,garlic
452486,4.14,2.99,4.13,4.03,garlic
452736,4.14,2.99,4.13,4.03,garlic
452986,4.14,3,4.14,4.03,garlic
453236,4.14,3,4.14,4.03,garlic
453486,4.14,3,4.14,4.03,garlic
453736,4.14,3,4.14,4.03,garlic
453986,4.13,3,4.13,4.03,garlic
454236,4.14,2.99,4.14,4.03,garlic
454486,4.13,2.99,4.14,4.03,garlic
454736,4.14,3,4.13,4.03,garlic
454986,4.14,2.99,4.14,4.03,garlic
455236,4.14,3,4.13,4.03,garlic
455486,4.13,3,4.14,4.03,garlic
455736,4.14,3,4.14,4.03,garlic
455986,4.13,3,4.13,4.03,garlic
456236,4.14,3,4.14,4.03,garlic
456486,4.14,3,4.14,4.03,garlic
456736,4.14,3,4.14,4.03,garlic
456986,4.14,3,4.13,4.03,garlic
457236,4.14,3,4.14,4.03,garlic
457486,4.14,3,4.14,4.04,garlic
457736,4.14,3,4.13,4.04,garlic
457986,4.14,3,4.13,4.03,garlic
458236,4.14,3,4.13,4.03,garlic
458486,4.14,3,4.13,4.03,garlic
458736,4.14,3,4.14,4.03,garlic
458986,4.14,3,4.14,4.03,garlic
459236,4.14,3,4.13,4.03,garlic
459486,4.14,3,4.14,4.03,garlic
459736,4.14,3,4.13,4.03,garlic
459986,4.14,3,4.14,4.03,garlic
460236,4.14,3,4.14,4.03,garlic
460486,4.13,3,4.14,4.03,garlic
460736,4.14,3,4.13,4.03,garlic
460986,4.13,3,4.13,4.03,garlic
461236,4.14,3,4.14,4.03,garlic
461486,4.14,3,4.13,4.03,garlic
461736,4.14,3,4.14,4.03,garlic
